word,type
Unruinated,a.
Unruled,a.
Unruliment,n.
Unruliness,n.
Unruly,superl.
Unrumple,v. t.
Unsacrament,v. t.
Unsad,a.
Unsadden,v. t.
Unsaddle,v. t.
Unsadness,n.
Unsafety,n.
Unsaint,v. t.
Unsaintly,a.
Unsalable,a.
Unsalable,n.
Unsanctification,n.
Unsatiability,n.
Unsatiable,a.
Unsatiate,a.
Unsatisfaction,n.
Unsaturated,a.
Unsaturation,n.
Unsay,v. t.
Unscale,v. t.
Unscapable,a.
Unsceptered,a.
Unsceptred,a.
Unscience,n.
Unscrew,v. t.
Unscrupulous,a.
Unscrutable,a.
Unseal,v. t.
Unseam,v. t.
Unsearchable,a.
Unseason,v. t.
Unseasonable,a.
Unseasoned,a.
Unseat,v. t.
Unseconded,a.
Unsecret,a.
Unsecret,v. t.
Unsecularize,v. t.
Unsecure,a.
Unseel,v. t.
Unseem,v. i.
Unseeming,a.
Unseemliness,n.
Unseemly,a.
Unseemly,adv.
Unseen,a.
Unseldom,adv.
Unsely,a.
Unseminared,a.
Unsensed,a.
Unsensible,a.
Unsensualize,v. t.
Unseparable,a.
Unservice,n.
Unset,a.
Unsettle,v. i.
Unsettle,v. t.
Unsettledness,n.
Unsettlement,n.
Unseven,v. t.
Unsew,v. t.
Unsex,v. t.
Unsexed,imp. & p. p.
Unsexing,p. pr. & vb. n.
Unsexual,a.
Unshackle,v. t.
Unshakable,a.
Unshaked,a.
Unshale,v. t.
Unshape,v. t.
Unshaped,a.
Unshapen,a.
Unsheathe,v. t.
Unshed,a.
Unshell,v. t.
Unshelve,v. t.
Unshent,a.
Unsheriff,v. t.
Unshet,v. t.
Unshiftable,a.
Unship,v. t.
Unshipment,n.
Unshot,a.
Unshot,v. t.
Unshout,v. t.
Unshroud,v. t.
Unshrubbed,a.
Unshut,v. t.
Unshutter,v. t.
Unsight,a.
Unsightable,a.
Unsighted,a.
Unsignificant,a.
Unsilly,a.
Unsimplicity,n.
Unsin,v. t.
Unsincere,a.
Unsincerity,n.
Unsinew,v. t.
Unsister,v. t.
Unsisterly,a.
Unsisting,a.
Unsitting,a.
Unskill,n.
Unskillful,a.
Unslacked,a.
Unslaked,a.
Unsling,v. t.
Unsluice,v. t.
Unsociability,n.
Unsociable,a.
Unsocket,v. t.
Unsoft,a.
Unsoft,adv.
Unsolder,v. t.
Unsoldiered,a.
Unsolemnize,v. t.
Unsonable,a.
Unsonsy,a.
Unsoot,a.
Unsophisticate,a.
Unsophisticated,a.
Unsorrowed,a.
Unsorted,a.
Unsoul,v. t.
Unsound,a.
Unsoutcheoned,a.
Unspar,v. t.
Unsparing,a.
Unspeak,v. t.
Unspeakable,a.
Unspecialized,a.
Unsped,a.
Unspell,v. t.
Unsphere,v. t.
Unspike,v. t.
Unspilt,a.
Unspin,v. t.
Unspirit,v. t.
Unspiritalize,v. t.
Unspleened,a.
Unspotted,a.
Unsquire,v. t.
Unstable,a.
Unstack,v. t.
Unstarch,v. t.
Unstate,v. t.
Unsteel,v. t.
Unstep,v. t.
Unstick,v. t.
Unstill,a.
Unsting,v. t.
Unstitch,v. t.
Unstock,v. t.
Unstockinged,a.
Unstop,v. t.
Unstrain,v. t.
Unstrained,a.
Unstratified,a.
Unstrength,n.
Unstriated,a.
Unstring,v. t.
Unstriped,a.
Unstudied,a.
Unsubstantial,a.
Unsubstantialize,v. t.
Unsubstantiation,n.
Unsucceedable,a.
Unsuccess,n.
Unsuccessful,a.
Unsufferable,a.
Unsuffering,n.
Unsufficience,n.
Unsufficiency,n.
Unsufficient,a.
Unsuit,v. t.
Unsupportable,a.
Unsured,a.
Unsurety,n.
Unsurmountable,a.
Unsuspicion,n.
Unswaddle,v. t.
Unswathe,v. t.
Unswayable,a.
Unswear,v. i.
Unswear,v. t.
Unsweat,v. t.
Unswell,v. t.
Unsymmetrical,a.
Unsymmetrically,adv.
Unsympathy,n.
Untack,v. t.
Untackle,v. t.
Untalked,a.
Untangibility,n.
Untangible,a.
Untangibly,adv.
Untangle,v. t.
Untappice,v. i.
Untaste,v. t.
Unteach,v. t.
Unteam,v. t.
Untemper,v. t.
Untemperate,a.
Untemperately,adv.
Untempter,n.
Untenant,v. t.
Untent,v. t.
Untented,a.
Unthank,n.
Unthink,v. t.
Unthinker,n.
Unthinking,a.
Unthread,v. t.
Unthrift,a.
Unthriftfully,adv.
Unthriftihead,n.
Unthriftihood,n.
Unthriftily,adv.
Unthriftiness,n.
Unthrifty,a.
Unthrone,v. t.
Untidy,a.
Untie,v. i.
Untie,v. t.
Untighten,v. t.
Until,conj.
Until,prep.
Untile,v. t.
Untime,n.
Untimeliness,n.
Untimely,a.
Untimely,adv.
Untimeous,a.
Untimeously,adv.
Untithed,a.
Untitled,a.
Unto,conj.
Unto,prep.
Untold,a.
Untolerable,a.
Untomb,v. t.
Untongue,v. t.
Untooth,v. t.
Untoward,a.
Untoward,prep.
Untowardly,a.
Untraded,a.
Untrained,a.
Untrammeled,a.
Untraveled,a.
Untread,v. t.
Untreasure,v. t.
Untreasured,a.
Untreatable,a.
Untrenched,a.
Untressed,a.
Untrift,n.
Untrowable,a.
Untrue,a.
Untrue,adv.
Untruism,n.
Untrunked,a.
Untruss,n.
Untruss,v. t.
Untrusser,n.
Untrust,n.
Untrustful,a.
Untruth,n.
Untruthful,a.
Untuck,v. t.
Untune,v. t.
Unturn,v. t.
Unturned,a.
Untwain,v. t.
Untwine,v. i.
Untwine,v. t.
Untwirl,v. t.
Untwist,v. t.
Unty,v. t.
Unusage,n.
Unused,a.
Unusual,a.
Unusuality,n.
Unutterable,a.
Unvail,v. t. & i.
Unvaluable,a.
Unvalued,a.
Unvariable,a.
Unveil,v. i.
Unveil,v. t.
Unveiler,n.
Unveracity,n.
Unvessel,v. t.
Unvicar,v. t.
Unviolable,a.
Unvisard,v. t.
Unvisible,a.
Unvisibly,adv.
Unvitiated,a.
Unvoluntary,a.
Unvote,v. t.
Unvoweled,a.
Unvulgarize,v. t.
Unvulnerable,a.
Unware,a.
Unwares,adv.
Unwarily,adv.
Unwariness,n.
Unwarm,v. t.
Unwarp,v. t.
Unwarped,a.
Unwarrantable,a.
Unwarranted,a.
Unwary,a.
Unwashed,a.
Unwashen,a.
Unwayed,a.
Unwearied,a.
Unweary,v. t.
Unweave,v. t.
Unwedgeable,a.
Unweeting,a.
Unweighed,a.
Unweighing,a.
Unweld,a.
Unweldy,a.
Unwell,a.
Unwellness,n.
Unwemmed,a.
Unwhole,a.
Unwieldy,a.
Unwild,v. t.
Unwill,v. t.
Unwilled,a.
Unwilling,a.
Unwind,v. i.
Unwind,v. t.
Unwisdom,n.
Unwise,a.
Unwisely,adv.
Unwish,v. t.
Unwist,a.
Unwit,n.
Unwit,v. t.
Unwitch,v. t.
Unwitting,a.
Unwoman,v. t.
Unwonder,v. t.
Unwont,a.
Unwonted,a.
Unwork,v. t.
Unworldly,a.
Unwormed,a.
Unworship,n.
Unworship,v. t.
Unworth,a.
Unworth,n.
Unworthy,a.
Unwrap,v. t.
Unwray,v. t.
Unwreathe,v. t.
Unwrie,v. t.
Unwrinkle,v. t.
Unwrite,v. t.
Unwritten,a.
Unwroken,a.
Unyoke,v. t.
Unyoked,a.
Unyolden,a.
Unzoned,a.
Up,a.
Up,adv.
Up,n.
Up,prep.
Up-line,n.
Up-train,
Upas,n.
Upbar,v. t.
Upbear,v. t.
Upbind,v. t.
Upblow,v. i.
Upblow,v. t.
Upbraid,n.
Upbraid,v. i.
Upbraid,v. t.
Upbraided,imp. & p. p.
Upbraiding,p. pr. & vb. n.
Upbreak,n.
Upbreak,v. i.
Upbreathe,v. r.
Upbreed,v. t.
Upbrought,a.
Upbuoyance,n.
Upburst,n.
Upcast,a.
Upcast,n.
Upcast,v. t.
Upcaught,a.
Upcheer,v. t.
Upclimb,v. t. & i.
Upcoil,v. t. & i.
Upcountry,a.
Upcountry,adv.
Upcountry,n.
Upcurl,v. t.
Updive,v. i.
Updraw,v. t.
Upend,v. t.
Upeygan,n.
Upfill,v. t.
Upflow,v. i.
Upflung,a.
Upgather,v. t.
Upgaze,v. i.
Upgive,v. t.
Upgrow,v. i.
Upgrowth,n.
Upgush,n.
Upgush,v. i.
Uphaf,
Uphand,a.
Uphang,v. t.
Uphasp,v. t.
Upheaped,a.
Upheaval,n.
Upheave,v. t.
Upheld,
Upher,n.
Uphill,a.
Uphill,adv.
Uphilt,v. t.
Uphoard,v. t.
Uphold,v. t.
Upholder,n.
Upholster,n.
Upholster,v. t.
Upholsterer,n.
Upholstery,n.
Uphroe,n.
Upland,a.
Upland,n.
Uplander,n.
Uplandish,a.
Uplay,v. t.
Uplead,v. t.
Uplean,v. i.
Uplift,n.
Uplift,v. t.
Uplifting,imp. & p. p.
Uplock,v. t.
Uplook,v. i.
Upmost,a.
Upokororo,n.
Upon,prep.
Uppent,a.
Upper,comp.
Upper,n.
Uppermost,a.
Uppertendom,n.
Uppile,v. t.
Uppish,a.
Upplight,
Uppluck,v. t.
Uppricked,a.
Upprop,v. t.
Upraise,v. t.
Uprear,v. t.
Upridged,a.
Upright,a.
Upright,n.
Uprighteously,adv.
Uprightly,adv.
Uprightness,n.
Uprise,n.
Uprise,v. i.
Uprising,n.
Uprist,
Uprist,n.
Uproar,n.
Uproar,v. i.
Uproar,v. t.
Uproarious,a.
Uproll,v. t.
Uproot,v. t.
Uprouse,v. t.
Uprun,v. i.
Uprush,n.
Uprush,v. i.
Upsarokas,n. pl.
Upseek,v. i.
Upsend,v. t.
Upset,a.
Upset,n.
Upset,v. i.
Upset,v. t.
Upsetting,a.
Upshoot,v. i.
Upshot,n.
Upside,n.
Upsidown,adv.
Upsitting,n.
Upskip,n.
Upsnatch,v. t.
Upsoar,v. i.
Upsodown,adv.
Upspear,v. i.
Upspring,n.
Upspring,v. i.
Upspurner,n.
Upstairs,a.
Upstairs,adv.
Upstand,v. i.
Upstare,v. i.
Upstart,a.
Upstart,n.
Upstart,v. i.
Upstay,v. t.
Upsterte,
Upstir,n.
Upstream,adv.
Upstreet,adv.
Upstroke,n.
Upsun,n.
Upswarm,v. i. & i.
Upsway,v. t.
Upswell,v. i.
Upsyturvy,adv.
Uptails all,
Uptake,n.
Uptake,v. t.
Uptear,v. t.
Upthrow,n.
Upthrow,v. t.
Upthunder,v. i.
Uptie,v. t.
Uptill,prep.
Uptown,a.
Uptown,adv.
Uptrace,v. t.
Uptrain,v. t.
Upturn,v. t.
Upupa,n.
Upwaft,v. t.
Upward,a.
Upward,adv.
Upward,n.
Upwards,adv.
Upwhirl,v. t. & i.
Upwind,v. t.
Upwreath,v. i.
Upyat,
Ur,n.
Urachus,n.
Uraemia,n.
Uraemic,a.
Uraeum,n.
Ural,a.
Ural-Altaic,a.
Urali,n.
Uralian,a.
Uralic,a.
Uralite,n.
Uralitization,n.
Uramil,n.
Uran-ocher,n.
Uran-ochre,n.
Uran-utan,
Uranate,n.
Urania,n.
Uranian,a.
Uranic,a.
Uranin,n.
Uraninite,n.
Uraniscoplasty,n.
Uraniscoraphy,n.
Uraniscorrhaphy,n.
Uranite,n.
Uranitic,a.
Uranium,n.
Uranographic,a.
Uranographical,a.
Uranographist,n.
Uranography,n.
Uranolite,n.
Uranology,n.
Uranometria,n.
Uranometry,n.
Uranoplasty,n.
Uranoscopy,n.
Uranoso-,a.
Uranous,a.
Uranus,n.
Uranyl,n.
Urao,n.
Urare,n.
Urari,n.
Urate,n.
Uratic,
Urban,a.
Urbane,a.
Urbaniste,n.
Urbanity,n.
Urbanize,v. t.
Urbicolae,n. pl.
Urbicolous,a.
Urcelate,a.
Urceolar,a.
Urceole,n.
Urceoli,pl. 
Urceolus,n.
Urchin,a.
Urchin,n.
Urchon,n.
Urdu,n.
Ure,n.
Ure,v. t.
Urea,a.
Ureal,a.
Ureameter,n.
Urechitin,n.
Urechitoxin,n.
Uredo,n.
Uredospore,n.
Ureide,n.
Ureter,n.
Ureteritis,n.
Urethane,n.
Urethra,n.
Urethral,a.
Urethritis,n.
Urethroplasty,n.
Urethroscope,n.
Urethroscopy,n.
Urethrotome,n.
Urethrotomy,n.
Uretic,a.
Urge,v. i.
Urge,v. t.
Urged,imp. & p. p.
Urgence,n.
Urgency,n.
Urgent,a.
Urgently,adv.
Urger,n.
Urging,p. pr. & vb. n.
Uric,a.
Urim,n.
Urinal,n.
Urinarium,n.
Urinary,a.
Urinary,n.
Urinate,v. i.
Urination,n.
Urinative,a.
Urinator,n.
Urine,n.
Urine,v. i.
Uriniferous,a.
Uriniparous,a.
Urinogenital,a.
Urinometer,n.
Urinometry,n.
Urinose,a.
Urinous,a.
Urite,n.
Urith,n.
Urn,n.
Urn,v. t.
Urn-shaped,a.
Urnal,a.
Urnful,n.
Urnfuls,pl. 
Uro-,
Urobilin,n.
Urocele,n.
Urocerata,n. pl.
Urochord,n.
Urochorda,n. pl.
Urochordal,a.
Urochrome,n.
Urochs,n.
Urocord,n.
Urocyst,n.
Urodela,n. pl.
Urodele,n.
Urodelian,a.
Urodelian,n.
Uroerythrin,n.
Urogastric,a.
Urogenital,a.
Uroglaucin,n.
Urohaematin,n.
Urohyal,a.
Urohyal,n.
Urology,n.
Uromere,n.
Uronology,n.
Uropod,n.
Uropodal,a.
Uropoetic,a.
Uropygial,a.
Uropygium,n.
Urosacral,a.
Uroscopy,n.
Urosome,n.
Urostea,pl. 
Urostege,n.
Urosteon,n.
Urosteons,pl. 
Urosternite,n.
Urostyle,n.
Urox,n.
Uroxanate,n.
Uroxanic,a.
Uroxanthin,n.
Urrhodin,n.
Urry,n.
Ursa,n.
Ursal,n.
Ursiform,a.
Ursine,a.
Urson,n.
Ursuk,n.
Ursula,n.
Ursuline,a.
Ursuline,n.
Ursus,n.
Urtica,n.
Urticaceous,a.
Urtical,a.
Urticaria,n.
Urticate,v. t. & i.
Urticated,imp. & p. p.
Urticating,p. pr. & vb. n.
Urtication,n.
Urubu,n.
Urus,n.
Urva,n.
Us,pl. 
Us,pron.
Usable,a.
Usage,n.
Usager,n.
Usance,v. t.
Usant,a.
Usbegs,n. pl.
Usbeks,n. pl.
Use,v. i.
Use,v. t.
Used,imp. & p. p.
Useful,a.
Usefully,adv.
Usefulness,n.
Useless,a.
User,n.
Usher,n.
Usher,v. t.
Usherance,n.
Usherdom,n.
Ushered,imp. & p. p.
Ushering,p. pr. & vb. n.
Usherless,a.
Ushership,n.
Using,p. pr. & vb. n.
Usitative,a.
Usnea,n.
Usnic,a.
Usquebaugh,a.
Usself,n. pl.
Ustion,n.
Ustorious,a.
Ustulate,a.
Ustulation,n.
Usual,n.
Usucaption,n.
Usufruct,n.
Usufructuary,a.
Usufructuary,n.
Usurarious,a.
Usurary,a.
Usure,n.
Usure,v. i.
Usured,imp. & p. p.
Usurer,n.
Usuring,p. pr. & vb. n.
Usurious,a.
Usurp,v. i.
Usurp,v. t.
Usurpant,a.
Usurpation,n.
Usurpatory,a.
Usurpature,n.
Usurped,imp. & p. p.
Usurper,n.
Usurping,p. pr. & vb. n.
Usurpingly,adv.
Usury,v. t.
Ut,n.
Utas,n.
Utensil,v. t.
Uterine,a.
Uterogestation,n.
Uterovaginal,n.
Uterus,n.
Utes,n. pl.
Uti possidetis,
Utia,n.
Utica,a.
Utile,v. t.
Utilitarian,a.
Utilitarian,n.
Utilitarianism,n.
Utility,n.
Utilizable,a.
Utilization,n.
Utilize,v. t.
Utilized,imp. & p. p.
Utilizing,p. pr. & vb. n.
Utis,n.
Utlary,n.
Utmost,a.
Utmost,n.
Utopia,n.
Utopian,a.
Utopian,n.
Utopianism,n.
Utopianist,n.
Utopical,a.
Utopist,n.
Utraquist,n.
Utricle,n.
Utricular,a.
Utricularia,n.
Utriculate,a.
Utriculoid,a.
Utriculus,n.
Utro,
Utter,a.
Utterable,a.
Utterance,n.
Uttered,imp. & p. p.
Utterer,n.
Utterest,superl.
Uttering,p. pr. & vb. n.
Utterless,a.
Utterly,adv.
Uttermore,a.
Uttermost,a.
Uttermost,n.
Utterness,n.
Uva,n.
Uva-ursi,n.
Uvate,n.
Uvea,n.
Uveous,a.
Uvic,a.
Uvitic,a.
Uvitonic,a.
Uvrou,n.
Uvula,n.
Uvular,a.
Uvulatome,n.
Uvulatomy,n.
Uwarowite,n.
Uxorial,a.
Uxoricidal,a.
Uxoricide,n.
Uxorious,a.
Uzema,n.
V hook,
V,
Vaagmer,n.
Vacancies,pl. 
Vacancy,n.
Vacant,a.
Vacantly,adv.
Vacate,v. t.
Vacated,imp. & p. p.
Vacating,p. pr. & vb. n.
Vacation,n.
Vaccary,n.
Vaccina,n.
Vaccinal,a.
Vaccinate,v. t.
Vaccinated,imp. & p. p.
Vaccinating,p. pr. & vb. n.
Vaccination,n.
Vaccinator,n.
Vaccine,a.
Vaccine,n.
Vaccinia,n.
Vaccinist,n.
Vaccinium,n.
Vacher,n.
Vachery,n.
Vacillancy,n.
Vacillant,a.
Vacillate,v. t.
Vacillated,imp. & p. p.
Vacillating,a.
Vacillating,p. pr. & vb. n.
Vacillation,n.
Vacillatory,a.
Vacua,pl. 
Vacuate,v. t.
Vacuation,n.
Vacuist,n.
Vacuity,n.
Vacuna,n.
Vacuolated,a.
Vacuolation,n.
Vacuole,n.
Vacuous,a.
Vacuousness,n.
Vacuum,n.
Vacuums,pl. 
Vadantes,n. pl.
Vade mecum,
Vade,v. i.
Vadimony,n.
Vadium,n.
Vae,n.
Vafrous,a.
Vagabond,a.
Vagabond,n.
Vagabond,v. i.
Vagabondage,n.
Vagabondism,n.
Vagabondize,v. i.
Vagabondry,n.
Vagal,a.
Vagancy,n.
Vagantes,p. pl.
Vagaries,pl. 
Vagarious,a.
Vagary,n.
Vagient,a.
Vagina,n.
Vaginae,pl. 
Vaginal,a.
Vaginant,a.
Vaginate,a.
Vaginated,a.
Vaginati,n. pl.
Vaginervose,a.
Vaginicola,n.
Vaginismus,n.
Vaginitis,n.
Vaginopennous,a.
Vaginula,n.
Vaginule,n.
Vagissate,v. i.
Vagous,a.
Vagrancy,n.
Vagrant,a.
Vagrant,n.
Vagrantly,adv.
Vagrantness,n.
Vague,n.
Vague,v. i.
Vaguely,adv.
Vagueness,n.
Vagus,a.
Vagus,n.
Vail,n. & v. t.
Vail,n.
Vail,v. i.
Vail,v. t.
Vailer,n.
Vaimure,n.
Vain,n.
Vain,superl.
Vainglorious,a.
Vainglory,n.
Vainly,adv.
Vainness,n.
Vair,n.
Vairy,n.
Vaishnava,n.
Vaishnavism,n.
Vaisya,n.
Vaivode,n.
Vakeel,n.
Valance,n.
Valance,v. t.
Valanced,imp. & p. p.
Valancing,p. pr. & vb. n.
Vale,n.
Valediction,n.
Valedictorian,n.
Valedictories,pl. 
Valedictory,a.
Valedictory,n.
Valence,n.
Valencia,n.
Valenciennes lace,
Valencies,pl. 
Valency,n.
Valentia,n.
Valentine,n.
Valentinian,n.
Valeramide,n.
Valerate,n.
Valerian,n.
Valerianaceous,a.
Valerianate,n.
Valerianic,a.
Valeric,a.
Valeridine,n.
Valerin,n.
Valeritrine,n.
Valero-,
Valerone,n.
Valeryl,n.
Valerylene,n.
Valet,n.
Valetudinarian,a.
Valetudinarian,n.
Valetudinarianism,n.
Valetudinary,a.
Valetudinary,n.
Valetudinous,a.
Valhalla,n.
Valiance,n.
Valiancy,n.
Valiant,a.
Valid,a.
Validate,v. t.
Validation,n.
Validity,n.
Validly,adv.
Validness,n.
Valinch,n.
Valise,n.
Valkyria,n.
Valkyrian,a.
Valla,pl. 
Vallancy,n.
Vallar,a.
Vallar,n.
Vallary,a.
Vallation,n.
Vallatory,a.
Vallecula,n.
Valleculae,pl. 
Vallet's pills,
Valley,n.
Valleys,pl. 
Vallum,n.
Vallums,pl. 
Valonia,n.
Valor,n.
Valorous,a.
Valsalvian,a.
Valuable,a.
Valuable,n.
Valuableness,n.
Valuably,adv.
Valuation,n.
Valuator,n.
Value,n.
Value,v. t.
Valued,a.
Valued,imp. & p. p.
Valueless,a.
Valuer,n.
Valuing,p. pr. & vb. n.
Valure,n.
Valvasor,n.
Valvata,n.
Valvate,a.
Valve,n.
Valve-shell,n.
Valved,a.
Valvelet,n.
Valvula,n.
Valvulae,pl. 
Valvular,a.
Valvule,n.
Valylene,n.
Vambrace,n.
Vamose,v. i. & t.
Vamp,n.
Vamp,v. i.
Vamp,v. t.
Vamped,imp. & p. p.
Vamper,n.
Vamper,v. i.
Vamping,p. pr. & vb. n.
Vampire,n.
Vampirism,n.
Vamplate,n.
Vamure,n.
Van,n.
Van,v. t.
Van-courier,n.
Vanadate,n.
Vanadic,a.
Vanadinite,n.
Vanadious,a.
Vanadite,n.
Vanadium,n.
Vanadous,a.
Vanadyl,n.
Vandal,a.
Vandal,n.
Vandalic,a.
Vandalism,n.
Vandyke,a.
Vandyke,n.
Vandyke,v. t.
Vane,n.
Vanessa,n.
Vanessian,n.
Vanfess,n.
Vang,n.
Vanglo,n.
Vanguard,n.
Vanilla,n.
Vanillate,n.
Vanillic,a.
Vanillin,n.
Vanilloes,n. pl.
Vanillyl,n.
Vaniloquence,n.
Vanish,n.
Vanish,v. i.
Vanished,imp. & p. p.
Vanishing,
Vanishing,p. pr. & vb. n.
Vanishment,n.
Vanities,pl. 
Vanity,n.
Vanjas,n.
Vanner hawk,
Vanner,n.
Vanning,n.
Vanquish,n.
Vanquish,v. t.
Vanquishable,a.
Vanquished,imp. & p. p.
Vanquisher,n.
Vanquishing,p. pr. & vb. n.
Vanquishment,n.
Vansire,n.
Vant,v. i.
Vant-courier,n.
Vantage,n.
Vantage,v. t.
Vantbrace,n.
Vantbrass,n.
Vanward,a.
Vap,n.
Vapid,a.
Vapidity,n.
Vapor,n.
Vapor,v. t.
Vaporability,n.
Vaporable,a.
Vaporate,v. i.
Vaporation,n.
Vapored,a.
Vapored,imp. & p. p.
Vaporer,n.
Vaporiferous,a.
Vaporific,a.
Vaporiform,a.
Vaporimeter,n.
Vaporing,a.
Vaporing,p. pr. & vb. n.
Vaporish,a.
Vaporizable,a.
Vaporization,n.
Vaporize,v. i.
Vaporize,v. t.
Vaporized,imp. & p. p.
Vaporizer,n.
Vaporizing,p. pr. & vb. n.
Vaporose,a.
Vaporous,a.
Vaporousness,n.
Vapory,a.
Vapulation,n.
Vaquero,n.
Vara,n.
Varan,n.
Varangian,n.
Varanus,n.
Vare,n.
Varec,n.
Vari,n.
Variability,n.
Variable,a.
Variable,n.
Variableness,n.
Variably,adv.
Variance,n.
Variant,a.
Variant,n.
Variate,v. t. & i.
Variation,n.
Varicella,n.
Varices,n. pl.
Varices,pl. 
Variciform,a.
Varicocele,n.
Varicose,a.
Varicosity,n.
Varicous,a.
Varied,a.
Varied,imp. & p. p.
Variegate,v. t.
Variegated,a.
Variegated,imp. & p. p.
Variegating,p. pr. & vb. n.
Variegation,n.
Varier,n.
Varietal,a.
Varietas,n.
Varieties,pl. 
Variety,n.
Variform,a.
Variformed,a.
Varify,v. t.
Variola,n.
Variolar,a.
Variolation,n.
Variolic,a.
Variolite,n.
Variolitic,a.
Varioloid,a.
Variolous,a.
Variorum,a.
Various,a.
Variously,adv.
Variscite,n.
Varisse,n.
Varix,n.
Vark,n.
Varlet,n.
Varletry,n.
Varnish,n.
Varnished,imp. & p. p.
Varnisher,n.
Varnishing,n.
Varnishing,p. pr. & vb. n.
Vartabed,n.
Varuna,n.
Varvel,n.
Varveled,a.
Vary,n.
Vary,v. i.
Vary,v. t.
Varying,
Varying,p. pr. & vb. n.
Vas,n.
Vasa deferentia,pl. 
Vasa,pl. 
Vascula,pl. 
Vascular,a.
Vascularities,pl. 
Vascularity,n.
Vasculose,n.
Vasculum,n.
Vase,n.
Vase-shaped,a.
Vaseline,n.
Vasiform,a.
Vaso-inhibitory,a.
Vasoconstrictor,a.
Vasoconstrictor,n.
Vasodentine,n.
Vasodilator,a.
Vasoformative,a.
Vasomotor,a.
Vassal,a.
Vassal,n.
Vassal,v. t.
Vassalage,n.
Vassaless,n.
Vassalry,n.
Vast,n.
Vast,superl.
Vastation,n.
Vastel,n.
Vastidity,n.
Vastitude,n.
Vastity,n.
Vastly,adv.
Vastness,n.
Vasty,a.
Vasum,n.
Vat,n.
Vat,v. t.
Vatful,n.
Vatfuls,pl. 
Vatical,a.
Vatican,n.
Vaticanism,n.
Vaticanist,n.
Vaticide,n.
Vaticinal,a.
Vaticinate,v. i. & t.
Vaticination,n.
Vaticinator,n.
Vaticine,n.
Vatted,imp. & p. p.
Vatting,p. pr. & vb. n.
Vaudeville,n.
Vaudois,n. sing. & pl.
Vaudoux,n. & a.
Vault,n.
Vault,v. i.
Vault,v. t.
Vaultage,n.
Vaulted,a.
Vaulted,imp. & p. p.
Vaulter,n.
Vaulting,n.
Vaulting,p. pr. & vb. n.
Vaulty,a.
Vaunce,v. i.
Vaunt,n.
Vaunt,v. i.
Vaunt,v. t.
Vaunt-courier,n.
Vaunted,imp. & p. p.
Vaunter,n.
Vauntful,a.
Vaunting,p. pr. & vb. n.
Vauntingly,adv.
Vauntmure,n.
Vauquelinite,n.
Vaut,n.
Vaut,v. i.
Vauty,a.
Vavasor,n.
Vavasory,n.
Vaward,n.
Vaza parrot,
Veadar,n.
Veal,n.
Vection,n.
Vectitation,n.
Vector,n.
Vecture,n.
Veda,n.
Vedanta,n.
Vedantic,a.
Vedantist,n.
Vedette,n.
Vedro,n.
Veer,v. i.
Veer,v. t.
Veered,imp. & p. p.
Veering,a.
Veering,p. pr. & vb. n.
Veery,n.
Vega,n.
Vegetability,n.
Vegetable,n.
Vegetable,v.
Vegetal,a.
Vegetal,n.
Vegetality,n.
Vegetarian,a.
Vegetarian,n.
Vegetarianism,n.
Vegetate,v. i.
Vegetated,imp. & p. p.
Vegetating,p. pr. & vb. n.
Vegetation,n.
Vegetative,a.
Vegete,a.
Vegetive,a.
Vegetive,n.
Vegeto-animal,a.
Vegetous,a.
Vehemence,n.
Vehemency,n.
Vehement,a.
Vehemently,adv.
Vehicle,n.
Vehicled,a.
Vehicular,a.
Vehiculary,a.
Vehiculate,v. t. & i.
Vehiculation,n.
Vehiculatory,a.
Vehmic,a.
Veil,n.
Veiled,a.
Veiled,imp. & p. p.
Veiling,n.
Veiling,p. pr. & vb. n.
Veilless,a.
Vein,n.
Vein,v. t.
Veinal,a.
Veined,a.
Veined,imp. & p. p.
Veining,p. pr. & vb. n.
Veinless,a.
Veinlet,n.
Veinous,a.
Veinstone,n.
Veiny,a.
Vela,pl. 
Velar,a.
Velaria,pl. 
Velarium,n.
Velate,a.
Vele,n.
Velecipedist,n.
Velella,n.
Veliferous,a.
Veliger,n.
Velitation,n.
Velivolant,a.
Vell,n.
Velleity,n.
Vellet,n.
Vellicate,v. i.
Vellicate,v. t.
Vellicated,imp. & p. p.
Vellicating,p. pr. & vb. n.
Vellication,
Vellicative,a.
Vellon,n.
Vellum,n.
Vellumy,a.
Velocimeter,n.
Velocipede,n.
Velocities,pl. 
Velocity,n.
Velours,n.
Veltfare,n.
Velum,n.
Velure,n.
Velutina,n.
Velutinous,a.
Velverd,n.
Velveret,n.
Velvet,a.
Velvet,n.
Velvet,v. i.
Velvet,v. t.
Velvetbreast,n.
Velveteen,n.
Velveting,n.
Velvetleaf,n.
Velvety,a.
VenAe portae,pl. 
Vena,n.
Venada,N.
Venae cavae,pl. 
Venae,pl. 
Venal,a.
Venality,n.
Venally,adv.
Venantes,n. pl.
Venary,a.
Venatic,a.
Venatica,n.
Venatical,a.
Venation,n.
Venatorial,a.
Vend,n.
Vend,v. t.
Vendace,n.
Vended,imp. & p. p.
Vendee,n.
Vendemiaire,n.
Vender,n.
Vendetta,n.
Vendibility,n.
Vendible,a.
Vendible,n.
Vending,p. pr. & vb. n.
Venditate,v. t.
Venditation,n.
Vendition,n.
Vendor,n.
Vends,n. pl.
